"Nr.","Typ","Phase","Baustatus","Bohrung","Passstück","Montage-Status","Abgelehnt","Module","Höhe (Soll)","Betriebs-ID","SP Status","Stapel","Pos","Stack bestellt","Stack geliefert","Vormontiert am","Primärkonstruktion montiert","Modulträger montiert","Kranstandorte nach Jahr","Bestellfristen","Birkhuhn","Planungszonen ILF","Bauphasen_STRABAG_260410"
"1621","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1996.56","","2","22","10","8.10.2025","13.10.2025","—","9.10.2025","13.10.2025","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"1622","B_2025","2","Modulträger montiert","Injiziert","Montiert","Modulträger montiert","","10","1997.65","","2","23","6","8.10.2025","20.10.2025","—","10.10.2025","20.10.2025","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"1623","E_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1997.58","B2-9-1","2","37","8","—","—","—","—","—","26_1.3/BP_B_6 · 26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 27_8.1 · 26_BP_B_8","26_1.3 || 2026-05-18","Schongebiet (#1)","PZ25 (#12)","26_1.3"
"1625","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1998.01","B4-9-2","2","32","4","30.4.2026","9.5.2026","—","—","—","26_1.1 · 26_BP_B_4","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"1627","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1996.16","B4-8-5","2","38","3","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"1628","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1996.11","B4-8-4","2","38","6","—","—","—","—","—","26_1.1 · 26_BP_B_2","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"1629","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1996.21","B4-8-3","2","38","9","—","—","—","—","—","26_1.1","26_BP_B_3 || 2026-05-29","","PZ25 (#12)","26_BP_B_3"
"1630","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1996.12","B4-8-2","2","","","—","—","—","—","—","26_1.1 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"1631","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1995.99","B3-9-6","2","","","—","—","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"1632","B_2025","2025","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1996.08","B4-8-1","2","","","—","—","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"1639","B_2025","2","Primärkonstruktion montiert","Injiziert","Montiert","Primärkonstruktion montiert","","10","1990.97","","2","28","10","30.9.2025","20.4.2026","—","14.10.2025","—","26_1.1 · 26_BP_B_2","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"1641","B_2025","","Passstück bestellt","Abgesteckt","Bei Mauchle bestellt","Nicht begonnen","","10","1992.63","B3-7-6","2","","","—","—","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4","26_BP_B_4 || 2026-06-16","","PZ25 (#12)","26_BP_B_4"
"1643","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1990.05","B3-6-5","2","33","1","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_BP_B_4","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"1644","B_2025","","Passstück geliefert","Injiziert","Geliefert","Nicht begonnen","","10","1990.56","B3-6-6","2","31","6","24.4.2026","8.9.2026","—","—","—","26_1.1 · 26_1.2 · 26_BP_B_4 · 26_2.1","26_1.1 || 2026-04-24","","PZ25 (#12)","26_1.1"
"1645","B_2025","","Passstück bestellt","Injiziert","Bei Mauchle bestellt","Nicht begonnen","","10","1990.20","B3-6-4","2","33","7","30.4.2026","11.5.2026","—","—","—","26_1.2 · 26_BP_B_4 · 26_BP_B_5","26_1.2 || 2026-05-06","","PZ25 (#12)","26_1.2"
"1646","B_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1986.52","B1-3-3","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_BP_B_7 · 26_BP_B_8","26_1.5 || 2026-06-25","","PZ1 (#1)","26_1.5"
"1647","B_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1986.31","B1-3-2","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
"1648","B_2025","26n-B09T08-B1","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","1986.29","B1-3-1","2","","","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
"1652","D_2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1989.29","B1-5-1","2","","","—","—","—","—","—","26_1.5/1.6/BP_B_7 · 26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
"1654","B_KF2025","26n-B09T08-B1","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","1987.79","B1-4-1","2","","","—","—","—","—","—","26_3.1/1.4 · 26_BP_B_9 · 26_BP_B_8","26_1.4 || 2026-06-19","","PZ1 (#1)","26_1.4"
