"Nr.","Typ","Phase","Baustatus","Bohrung","Passstück","Montage-Status","Abgelehnt","Module","Höhe (Soll)","Betriebs-ID","SP Status","Stapel","Pos","Stack bestellt","Stack geliefert","Vormontiert am","Primärkonstruktion montiert","Modulträger montiert","Kranstandorte nach Jahr","Bestellfristen","Birkhuhn","Planungszonen ILF","Bauphasen_STRABAG_260410"
"583","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2004.91","","2","","","—","—","—","—","—","26_5.4 · 27_BP_C_4 · 26_BP_B_5","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"584","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2005.10","","2","","","—","—","—","—","—","26_5.4 · 27_BP_C_5 · 26_BP_B_5","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"585","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2005.03","","2","","","—","—","—","—","—","26_5.5 · 27_BP_C_5","26_5.5 || ","Schongebiet (#1)","PZ2 (#3)","26_5.5"
"586","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2004.94","","2","","","—","—","—","—","—","26_1.3/BP_B_6 · 26_5.5","26_5.5 || ","Schongebiet (#1)","PZ2 (#3)","26_5.5"
"592","B_KF2025","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.30","","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_1 · 26_BP_B_2","26_4.2 || 2026-07-06","Schlussbauzone (#2)","PZ2 (#3)","26_4.2"
"593","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.24","","2","","","—","—","—","—","—","26_1.1 · 26_5.1 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"594","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.36","","2","","","—","—","—","—","—","26_1.1 · 26_5.1 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"595","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.15","","2","","","—","—","—","—","—","26_1.1 · 26_5.2 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"596","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.04","","2","","","—","—","—","—","—","26_5.2 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"597","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.16","","2","","","—","—","—","—","—","26_5.2 · 27_BP_C_2 · 26_BP_B_4","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"598","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.06","","2","","","—","—","—","—","—","26_5.3 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"599","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2006.93","","2","","","—","—","—","—","—","26_5.3 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"600","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2007.14","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"601","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2006.95","","2","","","—","—","—","—","—","26_5.4 · 27_BP_C_4 · 26_BP_B_5","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"602","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2007.12","","2","","","—","—","—","—","—","26_5.4 · 27_BP_C_5 · 27_BP_C_4 · 26_BP_B_5","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"603","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2006.92","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"604","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2006.95","","2","","","—","—","—","—","—","26_5.5 · 27_BP_C_5","26_5.5 || ","Schongebiet (#1)","PZ2 (#3)","26_5.5"
"608","B_KF2025","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2009.14","","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"609","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2009.25","","2","","","—","—","—","—","—","26_1.1 · 26_5.1 · 26_4.2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"610","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2009.34","","2","","","—","—","—","—","—","26_1.1 · 26_5.1 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"611","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2009.21","","2","","","—","—","—","—","—","26_1.1 · 26_5.1 · 26_5.2 · 27_BP_C_2","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"612","D","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2009.02","","2","","","—","—","—","—","—","26_5.2 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"613","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2009.01","","2","","","—","—","—","—","—","26_5.2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"614","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2008.85","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"615","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2008.98","","2","","","—","—","—","—","—","26_5.3 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"616","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2009.05","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"617","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2008.99","","2","","","—","—","—","—","—","26_5.4 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"618","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2009.03","","2","","","—","—","—","—","—","26_5.4 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"619","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2009.09","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"620","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2008.97","","2","","","—","—","—","—","—","26_5.5 · 27_BP_C_5","26_5.5 || ","Schongebiet (#1)","PZ2 (#3)","26_5.5"
"621","B_KF2025","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.06","","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"622","B_KF2025","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.15","","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"623","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.24","","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"624","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.09","","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"625","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.06","","2","","","—","—","—","—","—","26_5.2 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"626","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.20","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"627","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.17","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"628","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.10","","2","","","—","—","—","—","—","26_5.3 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"629","D","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2011.00","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"630","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2010.88","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_5 · 27_BP_C_4","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"631","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2010.92","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"632","D","3","Passstück ausstehend","Injiziert","Ausstehend","Nicht begonnen","","10","2010.76","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"633","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2010.74","","2","","","—","—","—","—","—","26_5.5 · 27_BP_C_5","26_5.5 || ","Schongebiet (#1)","PZ2 (#3)","26_5.5"
"638","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2013.15","","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"639","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2013.13","","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"640","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2013.03","","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"641","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2012.93","","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"642","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2012.94","","2","","","—","—","—","—","—","26_5.2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"643","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2012.74","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"644","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2012.91","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_4 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"645","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2012.96","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"646","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2012.91","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"648","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.06","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"650","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2013.80","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5","26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","26_5.4"
"655","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.98","","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"656","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.75","","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 26_4.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"657","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.74","","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"658","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.56","","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"659","B","26b-B06T05-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.45","","2","","","—","—","—","—","—","26_5.2 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"660","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.39","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"661","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.49","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_4 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"662","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.46","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"663","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.41","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"664","B","26n-B09T08-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2014.41","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_5 · 27_BP_C_4","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
"670","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.77","C4-6-6","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","27_BP_C_1 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_1"
"671","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.90","C4-6-5","2","","","—","—","—","—","—","26_5.1 · 26_4.2 · 27_BP_C_2 · 27_BP_C_1","27_BP_C_2 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_2"
"672","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.90","C4-6-4","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","27_BP_C_2 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_2"
"673","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.90","C4-6-3","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","27_BP_C_2 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_2"
"675","C","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.30","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","27_BP_C_3 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_3"
"676","C","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.29","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","27_BP_C_3 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_3"
"677","C","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.29","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_4 · 27_BP_C_3","27_BP_C_4 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_4"
"678","B","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.39","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","27_BP_C_4 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_4"
"679","B","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.42","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","27_BP_C_5 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_5"
"680","B","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2017.21","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","27_BP_C_5 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_5"
"681","B","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2016.84","","2","","","—","—","—","—","—","26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","27_BP_C_6 ||  · 26_5.4 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_6 · 26_5.4"
"686","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.97","C4-7-4","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","27_BP_C_1 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_1"
"687","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.65","C4-7-3","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 26_4.2 · 27_BP_C_2 · 27_BP_C_1","27_BP_C_2 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_2"
"688","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.65","C4-7-2","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","27_BP_C_2 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_2"
"689","B","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.55","C4-7-1","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","27_BP_C_2 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_2"
"690","D","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.44","C3-9-3","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_3 · 27_BP_C_2","27_BP_C_3 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_3"
"691","D","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2018.92","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","27_BP_C_3 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_3"
"692","D","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.04","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","27_BP_C_3 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_3"
"693","D","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2018.98","","2","","","—","—","—","—","—","26_5.3 · 27_BP_C_4 · 27_BP_C_3","27_BP_C_4 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_4"
"694","B","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.18","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_4 · 27_BP_C_3","27_BP_C_4 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_4"
"695","B","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.12","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 27_BP_C_5 · 27_BP_C_4 · 27_BP_C_3","27_BP_C_5 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_5"
"696","B","27n-B09T06-C2-C3","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2019.04","","2","","","—","—","—","—","—","26_5.3 · 26_5.4 · 26_5.5 · 27_BP_C_5 · 27_BP_C_4","27_BP_C_5 || ","Schongebiet (#1)","PZ2 (#3)","27_BP_C_5"
"699","C","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2022.77","C4-8-4","2","","","—","—","—","—","—","26_4.3 · 26_4.4 · 26_4.2","27_BP_C_1 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_1"
"700","C","27b-B08T05-C3-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2022.13","C4-8-3","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","27_BP_C_1 || ","Schlussbauzone (#2)","PZ2 (#3)","27_BP_C_1"
"701","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.60","C4-8-2","2","","","—","—","—","—","—","26_4.4 · 26_5.1 · 26_4.2 · 27_BP_C_1","26_4.4 || 2026-08-17","Schlussbauzone (#2)","PZ2 (#3)","26_4.4"
"702","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.66","C4-8-1","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 26_4.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"703","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.58","C3-10-6","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"704","B","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.26","C3-10-5","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_2 · 27_BP_C_1","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"705","D","26b-B05T04-C4","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.32","C3-10-4","2","","","—","—","—","—","—","26_5.1 · 26_5.2 · 27_BP_C_3 · 27_BP_C_2","26_5.1 || 2026-07-22","Schlussbauzone (#2)","PZ2 (#3)","26_5.1"
"706","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2021.26","C3-10-3","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schlussbauzone (#2)","PZ2 (#3)","26_5.2"
"707","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2020.94","","2","","","—","—","—","—","—","26_5.2 · 26_5.3 · 27_BP_C_3 · 27_BP_C_2","26_5.2 || 2026-08-25","Schongebiet (#1)","PZ2 (#3)","26_5.2"
"708","D","26n-B08T07-C2","Geplant","Geplant","Nicht berechnet","Nicht begonnen","","10","2020.90","","2","","","—","—","—","—","—","26_5.3 · 27_BP_C_4 · 27_BP_C_3","26_5.3 || 2026-09-22","Schongebiet (#1)","PZ2 (#3)","26_5.3"
